category,name,label,label2,address,postal_code,country,latitude,longitude
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Sembawang West Blk 789 (KN),ELEMENTARY,KINDERGARTEN,"789 Woodlands Avenue 6 Blk 797, 788 #01-663 S(730789)",730789,Singapore,1.443334832,103.8023784
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Sengkang East Blk 143 (KN),ELEMENTARY,KINDERGARTEN,143 Rivervale Drive Blk 147 #01-557 S(540143),540143,Singapore,1.390065934,103.9057234
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Sengkang East Blk 187B (KN),ELEMENTARY,KINDERGARTEN,"187B Rivervale Drive Blk 187A, 188A #01-866 S(542187)",542187,Singapore,1.394297908,103.9058476
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Sengkang North Blk 231 (DS),ELEMENTARY,KINDERGARTEN,231 Compassvale Walk Blk 232 #01-436 S(540231),540231,Singapore,1.389143796,103.9013535
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Sengkang North Blk 292B (KN),ELEMENTARY,KINDERGARTEN,292B Compassvale Street  #01-206 S(542292),542292,Singapore,1.395398588,103.898745
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Sengkang West Blk 330A (DS),ELEMENTARY,KINDERGARTEN,330A Anchorvale Street  #01-519 S(541330),541330,Singapore,1.396627228,103.8898654
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Serangoon Blk 125 (KN),ELEMENTARY,KINDERGARTEN,125 Serangoon North Avenue 1  #01-133 S(550125),550125,Singapore,1.366450625,103.8721108
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Serangoon Blk 226 (KN),ELEMENTARY,KINDERGARTEN,226 Serangoon Avenue 4  #01-149 S(550226),550226,Singapore,1.356822049,103.8708558
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Siglap Blk 170 (KN),ELEMENTARY,KINDERGARTEN,170 Bedok South Road  #01-354 S(460170),460170,Singapore,1.320720099,103.9461111
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Taman Jurong Blk 352 (DS),ELEMENTARY,KINDERGARTEN,352 Kang Ching Road Blk 355 #01-71 S(610352),610352,Singapore,1.339365783,103.7201844
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Tampines Central Blk 725 (DS),ELEMENTARY,KINDERGARTEN,"725 Tampines Street 71 Blk 726, 86 #01-179 S(520725)",520725,Singapore,1.356984502,103.9353345
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Tampines Central Blk 856 (KN),ELEMENTARY,KINDERGARTEN,856 Tampines Street 82 Blk 854 #01-279 S(520856),520856,Singapore,1.353443239,103.9365576
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Tampines Central Blk 868A (KN),ELEMENTARY,KINDERGARTEN,868A Tampines Avenue 8  #01-534 S(520868),520868,Singapore,1.354776159,103.9339796
